Comments,Profine_words,No_words_per_comment,No_filtered_words,Is_profine,Avg_profine_per_comment,Avg_profine_per_filter_comment,No_profane_words
I saved kittens suffocating from 4 big heavy boxes stacked together I dont think thats enough heroism I just heard 3 kittens meowing loudly I checked the heavy boxes stacked together and they were suffocating,,35,24,0,0,0.0,0
Parents saying television and games are bad for you look at that some of these kids only knew how to do this because of tv,,25,7,0,0,0.0,0
My best friend she saw me choking on my gum and because I was laughing so hard and then I cannot breath and she punched me so hard a that I spit it out on the other kid in our group,,41,16,0,0,0.0,0
My mom says that electronics make you dumber *WELL GUESS WHAT MOMYOU LIED *,,14,10,0,0,0.0,0
Those twins brothers are my fav tiny super hero,hero,9,7,1,0.1111111111111111,0.14285714285714285,1
Faith in humanity restored If this is the next generation we might not be doing so bad,,17,6,0,0,0.0,0
That 6k dislikes are the humans without heart,,8,5,0,0,0.0,0
Kids are just raised right,,5,2,0,0,0.0,0
Wow These kids are better than me xD,,8,5,0,0,0.0,0
Is this heroic Once punched a bully who was hurting My brother *ok maybe it is*,,16,10,0,0,0.0,0
That first kid had great instincts That is love right there,,11,6,0,0,0.0,0
*ReScUe BrEaThEs* Im sorry that was just to funny,,9,4,0,0,0.0,0
019 gave me anxiety,,4,2,0,0,0.0,0
Its amazing how adrenaline makes you run way faster than you usually can,,13,4,0,0,0.0,0
The first boy was in his ultra instinct form,,9,5,0,0,0.0,0
Little man catching that toddler was pretty gawdlike He was jus a tiny dude  that baby was big,,19,13,0,0,0.0,0
My dog saved my moms cat from a hawkit was amazing,,11,7,0,0,0.0,0
who ever disliked this video your moms a hore the orginal vine was who ever though that pincil your moms a hore,,22,9,0,0,0.0,0
I saved my dog he was choking,,7,4,0,0,0.0,0
A few years ago my cousin braedon and I were playing in his back yardI was 9 he was 2 I hear him scream and I see a snake I am terrified of snakes But seeing the snake almost bite him I wasnt thinking straight when I picked him up and now thinking back at this this was stupid I kicked the snake,,63,31,0,0,0.0,0
I liked the part when the two little children saved a baby from a kidnapper,,15,5,0,0,0.0,0
never underestimate the capability of a child 3,,8,4,0,0,0.0,0
Children are precious Gods precious gift BECHILDLIKE,,7,6,0,0,0.0,0
Around 2000 years ago Jesus Christ saved me from all my sins my sickness my anxiety He gives me strenth to breath every single second and so much more He is my hero ,hero,34,18,1,0.029411764705882353,0.05555555555555555,1
Mom jermy you is a bad kid When mom gets infront of camera jermy i am proud of you Jermy didnt you just say im a bad kid,,28,13,0,0,0.0,0
now I know why my dad bolted the furniture to the wall,,12,5,0,0,0.0,0
Mommy help is on the way I did it haha,,10,4,0,0,0.0,0
7th grader respected when he drove with no license Police Wait thats illegal Police again Illegality is sometimes the right way so respect that kid,,25,12,0,0,0.0,0
I know how because when you see someone in help you start to have adrenaline rush through your body,,19,6,0,0,0.0,0
The twin one where he saves his brother he did it because when you know someones in danger or your in stress you become stronger,,25,8,0,0,0.0,0
my sister almost gotten hit by a car story my sister and i were at a park and we were going to pick up my younger brother but to her thier older this happend yesterday on feb 7 2019 we gotten out of the car and she headed toward me i saw a car come into the parking lot of the park it was a white truck i think 2009 dodge RAM she ran into the street and the truck brakes wernt working i put my arm infront of her and pulled her back the truck stopped my mom was amazed by what i did i saved my sisters life shes almost 3 thank you for listening Kylie Marshall age 13,,121,49,0,0,0.0,0
*aww lil Superman saved her lil brother*,,7,6,0,0,0.0,0
Boy medic Hope he grows up to be a doctor or real Army medic,,14,8,0,0,0.0,0
I like the one at the end where that little guy is running with the empty stroller going after the kidnapper,,21,7,0,0,0.0,0
924 this is a tale of kids stopping a kid from kidnapping a kid Theres one sentence I thought Id never say or type,,24,13,0,0,0.0,0
I could watch this all day long Little heros god bless you all,day,13,8,1,0.07692307692307693,0.125,1
Awww These kids are so sweet and special,,8,5,0,0,0.0,0
*Emily The Ball Girl* Shes probably so embarrassed,,8,6,0,0,0.0,0
You like your sister right Uh Sometimes she gets on my nerves,,12,5,0,0,0.0,0
You will not psych me into crying,,7,4,0,0,0.0,0
The first video was like total *f* to the mother Shaks Good job for the big bro tho,,18,11,0,0,0.0,0
you cant carry him but you carry him because of your Adrenaline rush,,13,5,0,0,0.0,0
How did you die Meghan *I got hit by a bus* How did you die Ethan *I overdosed* Well how did you dieMom *a sausage suffocated me*,,27,17,0,0,0.0,0
she was choking on a sausage,,6,2,0,0,0.0,0
When I was choking on chewing gum my sister gave me CPR what a trained sister she is,,18,9,0,0,0.0,0
I dont even know my phone address and Im 12 ,,11,7,0,0,0.0,0
Omg she was choking on a piece of sausage but thank god her child is smart,,16,7,0,0,0.0,0
Cad Que aqui NS vemos reportagens assim s coisas Ruins,,10,9,0,0,0.0,0
omg  theyre amazing especially the first one n the last one  theyre a good brother n sister,,19,7,0,0,0.0,0
All of them especially the little boy that saved his twin brother,,12,5,0,0,0.0,0
Im 11 and forget my home address all the time,,10,5,0,0,0.0,0
Be those kids saves others lives Be me people kill themselves because of me *LIFE IS GREAT*,,17,10,0,0,0.0,0
Help is on the way mommy Ok I did it,,10,4,0,0,0.0,0
my brother saved my life when i was 4 we were walking to a gass station to get milk and a car was backing out of the parking lot and my brother yanked my hand and picked me up and out of harms way I LOVE MY BROTHER SO MUCH,,50,23,0,0,0.0,0
152 that mom needs the things what hold the dresser up from tiping for KIDS,,15,7,0,0,0.0,0
lol that little girls I did it was so right,,10,3,0,0,0.0,0
Help is on the way mommy I did it,,9,3,0,0,0.0,0
I saved 2 little girls from drowning in a deep swimming pool when I was 17,,16,10,0,0,0.0,0
This was so beautiful,,4,2,0,0,0.0,0
In order not to choke on the sausage you must relax your throat,,13,6,0,0,0.0,0
Big chungus is my lord and saver,,7,4,0,0,0.0,0
Chocking on a piece of *SAUSAGE* lmfaoo Im ded rn,,10,7,0,0,0.0,0
my favorite was the twin baby saving his brother,,9,5,0,0,0.0,0
Choking on a sausage,,4,2,0,0,0.0,0
My favorite tiny hero was the kids who ran after a kidnapper,hero,12,6,1,0.08333333333333333,0.16666666666666666,1
I almost cried when I saw the twin brother under the dresser LIKE IT FELL ON HIS HEAD,,18,12,0,0,0.0,0
When I saw Brandon with a stroller I couldnt help but laugh,,12,7,0,0,0.0,0
Everyone here telling their saving storiesshould I tell my own too Nah no one will care lol,,17,9,0,0,0.0,0
Tape la were les parents ils sont o wsh pfff tape la pine eux  sinn super sauveurs,les,18,16,1,0.05555555555555555,0.0625,1
Oh my heart  So beautiful,,6,5,0,0,0.0,0
I can stop hitting the replay button,,7,4,0,0,0.0,0
The twin one confirmed it Twins have super powers,,9,6,0,0,0.0,0
This convinces  proofs that AGE is just a NUMBER,,10,6,0,0,0.0,0
My super hero is the twin that reused the other twin,hero,11,6,1,0.09090909090909091,0.16666666666666666,1
year 3981 kid saved the planet from alien invasion,,9,7,0,0,0.0,0
My grandma passed out and I yelled for my papa to come help so Im a super hero lol,hero,19,11,1,0.05263157894736842,0.09090909090909091,1
My favorite was when the baby pushed the dresser to save his twin,,13,7,0,0,0.0,0
My friend and when she was in kindergarten choked on the cheese it and her teacher gave her CPR and then she ate it off the ground again,,28,9,0,0,0.0,0
Kiera Larson shouldve been number 1,,6,5,0,0,0.0,0
Im sorry Im sorry but she was choking on some sausage duo,,12,5,0,0,0.0,0
Click bait bro that was on a fact s2kkdmkkkkkdkkmjmmmmxjj,,9,5,0,0,0.0,0
Help is on the way mommy *I did it*  Thats amazing You did do it,,16,8,0,0,0.0,0
Omg I cant believe a little boy lifted a big cupboard just to save his twin brother,,17,10,0,0,0.0,0
Damn Did that momma inhale that sausage Lmao,,8,6,0,0,0.0,0
I Loved all these Beautiful kids sent from God  Their all Gods blessings sent from above ,,18,10,0,0,0.0,0
The 1st kid had the help of Jesus and god,,10,6,0,0,0.0,0
Credit to the 2 teenagers who didnt ignore it the 2 kids chasing the man with the baby but actually help these people who were strangers to them I feel like they need more credit,,35,16,0,0,0.0,0
i saved my little sister life from drowning  edit I pulled her ,,14,9,0,0,0.0,0
*SUPERKIDS*,,1,1,0,0,0.0,0
the kidnapping one literally made me cry oml and thank god for those teenagers who joined the chase omg im crying ah,,22,10,0,0,0.0,0
My wifi died then i save it,,7,4,0,0,0.0,0
The 4 year old girl so brave,,7,5,0,0,0.0,0
Choking on a sausagei died,,5,3,0,0,0.0,0
Jesus is great Just look at the miracles that happens every day amen In Jesus name thank you amen ,day,20,10,1,0.05,0.1,1
Whos my favourite tiny hero Every one of them EVERY SINGLE ONE,hero,12,8,1,0.08333333333333333,0.125,1
Oooo she choking on that sausage,,6,3,0,0,0.0,0
Choking on a piece of sausage heh immm going to hell ,,12,8,0,0,0.0,0
Someone Babies cant save anyone Baby Hold my Milk Bottle,,10,8,0,0,0.0,0
killer kids cant hurt you killer kids arent real killer kidim i some joke to you,,16,10,0,0,0.0,0
Bless those teenagers who joined in to help those kids get their baby brother back Those kids might not have gotten him back if it wasnt for them My heart has been warmed I have grown a little bit more faith in humanity,bit,43,17,1,0.023255813953488372,0.058823529411764705,1
They all doing great job,,5,3,0,0,0.0,0
Hes as old as me now cause Im 11,,9,3,0,0,0.0,0
LIFESAVER KIDS YAY,,3,3,0,0,0.0,0
I can t even move a dresser and im 13,,10,4,0,0,0.0,0
When the twins were on the dresser and when the baby kinda got crushed I was like OH HELL NO,,20,10,0,0,0.0,0
Well this was fantastic Some real heroes here they need their own marvel movie,,14,7,0,0,0.0,0
All of them did a great job God bless you kids,,11,6,0,0,0.0,0
257 not only saving himbut that BEER i died XD,,10,6,0,0,0.0,0
120 ,,2,2,0,0,0.0,0
This why u should let kids watch TV lol,,9,5,0,0,0.0,0
I saved my little sister from drowning when I was 7,,11,6,0,0,0.0,0
I saved a little girl from drowning,,7,4,0,0,0.0,0
This just warmed my heart,,5,3,0,0,0.0,0
My husband and I invited our friends and their little girl over This was the first they had been in my home Their little girl and our daughter were playing in my daughters room when we heard a loud crash Apparently our friends failed to mention that their daughter likes to climb shelves Well she tried to climb up our daughters shelf and it fell If it werent for our daughter catching the shelf in order to keep it from falling on the little girl the little girl would have been badly hurt Our friends thought we were mad which we werent We understand things happen and I was more grateful for the fact that their daughter was okay Our daughter was as well except she had scrapes and bruise from catching the shelf with her body They stopped talking to us I was okay with that,,147,63,0,0,0.0,0
